customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_pred
C104464,Male,0,Yes,No,23,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),56.46,1284.87,No,0.36561201094851803,No
C104465,Male,0,No,Yes,68,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),44.19,3022.11,No,0.2807479527672859,No
C104466,Male,1,No,No,29,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),59.95,1716.7,Yes,0.5601150233829411,Yes
C104467,Male,1,No,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.76,121.33,Yes,0.7114188345774414,Yes
C104468,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.52,3922.88,No,0.21169705990681797,No
C104469,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.66,4626.39,Yes,0.7995290433443442,Yes
C104470,Female,1,No,Yes,67,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.62,3203.75,Yes,0.5353288561207433,Yes
C104471,Female,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,62.74,1681.61,Yes,0.560639282504215,Yes
C104472,Male,0,Yes,No,46,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43.37,1973.74,Yes,0.3616924558595336,No
C104473,Male,1,No,Yes,42,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),33.07,1423.95,No,0.3028972381875172,No
C104474,Female,1,Yes,Yes,64,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),46.98,3010.71,No,0.10902006891125848,No
C104475,Female,1,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,59.39,128.19,Yes,0.5823900191388766,Yes
C104476,Male,1,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.79,868.71,No,0.703318201394512,Yes
C104477,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,53.13,2.04,No,0.20164423820168859,No
C104478,Male,1,Yes,No,51,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,33.68,1737.56,Yes,0.4927050390386359,No
C104479,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.03,562.45,Yes,0.5561432481262467,Yes
C104480,Male,1,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,36.83,815.84,No,0.5296376480254747,Yes
C104481,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.88,1236.48,Yes,0.6491959875911284,Yes
C104482,Male,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,40.16,572.91,No,0.1926177230592797,No
C104483,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.88,1310.44,No,0.24954447127329774,No
C104484,Male,0,No,Yes,63,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.7,3800.09,Yes,0.497605306579768,No
C104485,Female,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.34,3099.79,No,0.5249198153261352,Yes
C104486,Male,1,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.09,44.14,Yes,0.627815990781903,Yes
C104487,Female,1,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,34.06,1010.45,Yes,0.5508970867024944,Yes
C104488,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,75.68,2262.81,Yes,0.7954386945884588,Yes
C104489,Female,1,No,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50.58,2229.78,No,0.2840317726759211,No
C104490,Female,0,No,Yes,12,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,61.66,747.43,No,0.3759771958279037,No
C104491,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,49.27,926.85,Yes,0.41114274923551475,No
C104492,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,66.52,1205.52,Yes,0.533146106548391,Yes
C104493,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.11,495.72,Yes,0.7290367633901508,Yes
C104494,Female,1,Yes,Yes,67,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.73,2439.69,Yes,0.28341310556734883,No
C104495,Female,1,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,2970.38,No,0.13664894274725997,No
C104496,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,48.51,2507.15,No,0.17433845239918946,No
C104497,Female,1,Yes,No,43,Yes,No,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),40.22,1738.25,No,0.12043122224403424,No
C104498,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),62.55,3158.64,No,0.22662525499822753,No
C104499,Female,1,No,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.28,4158.07,Yes,0.6044228303173393,Yes
C104500,Male,1,Yes,No,68,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.93,3569.71,Yes,0.5790031477738341,Yes
C104501,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.96,4671.51,Yes,0.6720447047855728,Yes
C104502,Male,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,73.72,70.66,Yes,0.7891591674589864,Yes
C104503,Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,50.08,1631.64,No,0.18965102317848145,No
C104504,Male,1,Yes,No,71,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,45.01,3221.56,Yes,0.22876659106016256,No
C104505,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,68.2,975.26,No,0.48587888144213215,No
C104506,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,64.26,2866.3,Yes,0.6099816164662538,Yes
C104507,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),62.9,724.37,No,0.4151235798844542,No
C104508,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,69.32,550.35,Yes,0.601967476703505,Yes
C104509,Male,1,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.66,1088.97,Yes,0.5996650073620299,Yes
C104510,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,63.53,4287.33,No,0.3613229361139567,No
C104511,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.72,1311.22,No,0.7007751658869524,Yes
C104512,Male,0,No,No,36,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.76,2229.84,No,0.4964092914923157,No
C104513,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),68.97,3500.44,Yes,0.45304289940963405,No
C104514,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),42.87,978.37,No,0.19632438665326893,No
C104515,Female,0,Yes,Yes,34,No,No,No,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,15.0,536.44,No,0.050442569223612344,No
C104516,Male,1,No,No,25,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,62.81,1543.78,No,0.5639726074316417,Yes
C104517,Male,1,No,No,42,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),58.8,2434.52,No,0.4516749665215736,No
C104518,Female,1,No,Yes,41,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.09,2411.85,Yes,0.5154699632869805,Yes
C104519,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,66.41,1666.76,No,0.6628944748075393,Yes
C104520,Male,1,No,No,25,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.28,1372.88,Yes,0.5539707800609649,Yes
C104521,Female,1,Yes,No,56,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.41,2422.39,Yes,0.3808384387916759,No
C104522,Male,1,No,No,19,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.44,1399.19,No,0.5169729356571402,Yes
C104523,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,67.73,2450.85,Yes,0.7934593719790752,Yes
C104524,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,63.73,2900.64,Yes,0.44151475854585004,No
C104525,Male,1,Yes,No,62,No,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,61.27,3836.94,No,0.3671659862943925,No
C104526,Female,1,No,Yes,20,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),59.45,1172.44,Yes,0.34114377275741825,No
C104527,Male,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,45.84,1499.32,No,0.5133992475717475,Yes
C104528,Female,1,No,Yes,10,No,No,DSL,Yes,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,47.04,509.48,No,0.22388033676778477,No
C104529,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,60.68,3630.6,No,0.3167735578637698,No
C104530,Male,1,No,Yes,31,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,54.19,1640.72,No,0.23965976613300313,No
C104531,Male,0,Yes,Yes,59,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.25,3218.86,Yes,0.43540188673509167,No
C104532,Male,0,No,No,43,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),50.81,2201.58,No,0.46906620154452133,No
C104533,Male,1,No,No,20,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,37.0,768.33,No,0.28464599071988617,No
C104534,Female,1,No,No,53,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,42.44,2171.83,No,0.4643093537206267,No
C104535,Female,1,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,39.08,768.75,Yes,0.5322679383647281,Yes
C104536,Female,0,No,No,8,No,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.96,297.61,Yes,0.3484876684265205,No
C104537,Female,1,Yes,Yes,72,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,61.45,4434.33,Yes,0.5216636572816291,Yes
C104538,Female,1,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.49,3536.45,Yes,0.5421102844945374,Yes
C104539,Female,1,No,No,29,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.92,1258.72,No,0.6116396098315312,Yes
C104540,Female,0,Yes,No,2,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.18,74.51,Yes,0.3880272458100387,No
C104541,Female,0,No,No,45,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.63,1957.07,No,0.35084318596257846,No
C104542,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,59.89,3847.24,Yes,0.6776778360763347,Yes
C104543,Male,1,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.68,4513.83,No,0.5966643590235683,Yes
C104544,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.61,4126.1,No,0.20746732299561024,No
C104545,Female,1,No,Yes,39,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37.05,1456.0,Yes,0.30513690967036355,No
C104546,Male,1,No,No,54,Yes,No phone service,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),33.02,1781.95,No,0.25209670190934746,No
C104547,Female,1,No,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,49.87,159.59,Yes,0.548679641154551,Yes
C104548,Female,0,No,No,52,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,63.04,3258.21,Yes,0.7042227992995634,Yes
C104549,Female,1,No,Yes,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,38.85,1064.69,No,0.37771873456302707,No
C104550,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,64.86,3610.53,No,0.38352951509721944,No
C104551,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.62,2506.57,Yes,0.6846508831187594,Yes
C104552,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),63.84,357.11,Yes,0.4190359337678608,No
C104553,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),64.42,4392.05,No,0.29205874756380995,No
C104554,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.7,2211.59,No,0.514310792337217,Yes
C104555,Male,1,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),53.45,3634.74,No,0.30235089218991534,No
C104556,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.19,4621.87,No,0.6418195146254427,Yes
C104557,Female,1,Yes,Yes,19,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.66,768.55,No,0.5745291192920613,Yes
C104558,Female,1,Yes,No,37,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.01,2078.35,Yes,0.5416108547748231,Yes
C104559,Female,0,Yes,Yes,8,Yes,No,No,No,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),35.73,339.49,No,0.07197754743130391,No
C104560,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.97,591.06,No,0.6469167654188102,Yes
C104561,Male,1,Yes,No,36,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),38.0,1375.73,No,0.42105746257541826,No
C104562,Male,0,No,Yes,14,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.98,520.93,No,0.2769147817206225,No
C104563,Male,1,No,Yes,30,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),47.42,1432.4,No,0.4186763256400741,No
C104564,Male,1,No,Yes,68,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.87,3169.5,No,0.3964523532343426,No
C104565,Female,1,No,Yes,55,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,54.28,2976.65,Yes,0.5143801592126765,Yes
C104566,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.23,2850.46,Yes,0.5535460158950227,Yes
C104567,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,55.18,1912.61,No,0.1132980952778049,No
C104568,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.16,797.1,Yes,0.4365267283640625,No
C104569,Female,1,No,No,11,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.36,316.38,No,0.4042049481597378,No
C104570,Male,1,No,No,69,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.27,2512.72,Yes,0.4590604882168321,No
C104571,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.65,1826.12,Yes,0.5026662784962335,Yes
C104572,Female,0,No,No,49,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),46.99,2303.61,No,0.09319973521436288,No
C104573,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.53,863.7,Yes,0.6931773490454429,Yes
C104574,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,43.5,2547.56,No,0.26542580541461247,No
C104575,Male,1,No,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.25,2176.63,No,0.6271144503346229,Yes
C104576,Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,66.53,2680.03,No,0.35433215042366545,No
C104577,Male,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.13,3032.95,Yes,0.2696087680215708,No
C104578,Male,1,No,Yes,46,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,37.41,1717.96,No,0.2707221694039845,No
C104579,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,39.89,2155.73,No,0.30139766508464594,No
C104580,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),75.05,5450.58,No,0.39913735268698086,No
C104581,Female,1,No,No,9,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,70.6,630.37,Yes,0.778814487532004,Yes
C104582,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.33,1387.13,No,0.17423179973368336,No
C104583,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.98,4134.59,Yes,0.4295946286242552,No
C104584,Female,1,No,No,23,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.06,1397.74,Yes,0.6894805283060137,Yes
C104585,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.87,1896.42,Yes,0.7184606181903316,Yes
C104586,Female,0,No,No,10,No,Yes,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.96,310.71,Yes,0.2700061378442947,No
C104587,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,46.54,2081.24,No,0.300740683019712,No
C104588,Male,0,No,No,32,Yes,No,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,49.09,1564.18,No,0.2165313742510595,No
C104589,Female,1,No,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.15,2132.99,No,0.39851934198301087,No
C104590,Male,0,No,No,28,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.83,1279.22,No,0.2896167822723485,No
C104591,Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),61.16,3045.0,No,0.4071037150892872,No
C104592,Male,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.09,3595.17,Yes,0.797440692252461,Yes
C104593,Female,0,No,No,68,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,46.53,3143.65,Yes,0.27034626447411947,No
C104594,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,54.96,637.18,Yes,0.16471554889572962,No
C104595,Male,1,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),51.02,603.52,No,0.5515801023896096,Yes
C104596,Female,1,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.45,4052.11,Yes,0.5674853922729267,Yes
C104597,Female,1,Yes,No,54,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,37.43,2038.03,Yes,0.2205576782695908,No
C104598,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.83,3634.56,Yes,0.702481493812279,Yes
C104599,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.48,4038.13,No,0.5276185572385174,Yes
C104600,Male,1,Yes,No,48,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.9,3283.72,Yes,0.5665212878957204,Yes
C104601,Female,0,No,Yes,57,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.75,2447.05,No,0.472541083180159,No
C104602,Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),66.53,397.19,Yes,0.32139186848824197,No
C104603,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,63.5,3772.18,Yes,0.1789794345757828,No
C104604,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,49.96,314.17,Yes,0.28734205356271597,No
C104605,Female,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,63.32,570.68,Yes,0.637363081335356,Yes
C104606,Male,0,Yes,No,5,No,No,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,39.52,176.42,No,0.1318285234488093,No
C104607,Male,1,Yes,Yes,18,No,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,36.03,672.57,No,0.08099037512446515,No
C104608,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,61.22,2089.41,No,0.46367593091259224,No
C104609,Male,0,No,No,71,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.71,3891.84,Yes,0.459923983673707,No
C104610,Female,1,No,Yes,69,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),65.85,4587.82,Yes,0.5180186186789772,Yes
C104611,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),53.48,1257.82,No,0.3079772531073126,No
C104612,Male,1,No,Yes,69,Yes,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),33.6,2264.09,No,0.3041694017966598,No
C104613,Male,1,Yes,No,46,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),44.68,2141.24,Yes,0.38834511437710917,No
C104614,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,83.31,2850.78,No,0.4286777982226699,No
C104615,Male,0,No,Yes,42,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.54,2046.39,No,0.35394867924091783,No
C104616,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.69,4140.89,Yes,0.27207863111543884,No
C104617,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.61,3560.77,No,0.5317546474559194,Yes
C104618,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),63.04,1353.26,No,0.4849022535898059,No
C104619,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,73.26,1768.82,Yes,0.5426897220247741,Yes
C104620,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.57,314.39,No,0.3326812870316366,No
