customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C105217,Male,1,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.73,489.0,Yes
C105218,Male,0,No,No,36,Yes,No,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.25,1053.01,Yes
C105219,Male,0,No,Yes,60,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.6,2620.81,Yes
C105220,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,61.89,1478.59,No
C105221,Female,1,Yes,No,33,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.33,863.04,No
C105222,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,45.15,2245.73,No
C105223,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,69.28,4171.38,Yes
C105224,Female,0,Yes,Yes,34,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.35,1597.28,No
C105225,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.12,3044.98,No
C105226,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.13,4321.03,Yes
C105227,Male,1,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),66.52,3526.17,No
C105228,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.09,528.28,No
C105229,Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,36.14,406.25,No
C105230,Male,1,No,Yes,70,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.4,3882.19,Yes
C105231,Female,1,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,56.35,4029.51,No
C105232,Female,0,Yes,Yes,59,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,25.55,1448.15,No
C105233,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.49,1411.36,No
C105234,Female,0,No,No,38,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,34.71,1394.72,Yes
C105235,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,45.46,3175.88,No
C105236,Male,1,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.97,42.09,Yes
C105237,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),37.42,34.94,No
C105238,Female,1,No,Yes,67,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,45.59,3092.18,No
C105239,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.99,3697.77,Yes
C105240,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,75.58,2358.22,No
C105241,Female,1,No,No,64,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,53.38,3446.23,Yes
C105242,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),72.27,4794.32,Yes
C105243,Male,0,No,No,61,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.49,1960.48,No
C105244,Female,1,No,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,54.02,2994.1,No
C105245,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,79.97,3760.4,No
C105246,Female,1,No,No,55,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,No,Mailed check,42.53,2337.46,Yes
C105247,Male,1,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,43.98,3205.57,No
C105248,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.84,777.83,No
C105249,Female,1,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,48.28,798.12,Yes
C105250,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.38,129.16,No
C105251,Male,0,Yes,Yes,32,Yes,Yes,No,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),33.72,1063.59,No
C105252,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.62,2259.58,No
C105253,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.0,762.6,Yes
C105254,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.51,266.22,No
C105255,Male,1,No,No,58,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,60.07,3489.13,No
C105256,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,57.05,3228.71,Yes
C105257,Male,0,Yes,No,40,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.17,2187.89,Yes
C105258,Female,0,Yes,No,56,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.44,3125.91,No
C105259,Male,1,Yes,Yes,56,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,55.77,3092.38,No
C105260,Female,1,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,41.47,966.57,No
C105261,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.29,339.06,No
C105262,Female,1,Yes,No,64,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),48.8,3149.22,No
C105263,Female,0,No,No,3,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,17.59,50.43,No
C105264,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),69.1,3258.42,No
C105265,Male,1,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,72.02,436.0,Yes
C105266,Male,1,No,No,66,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.32,2245.53,No
C105267,Female,1,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,45.65,2858.36,No
C105268,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.04,3919.38,Yes
C105269,Female,0,No,No,38,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,43.34,1654.75,No
C105270,Female,1,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),61.62,858.81,No
C105271,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,37.92,132.85,Yes
C105272,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.66,2036.5,No
C105273,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Two year,No,Electronic check,35.98,115.81,Yes
C105274,Male,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,44.3,585.34,No
C105275,Female,0,Yes,Yes,53,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.04,1642.86,Yes
C105276,Male,1,No,No,35,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.73,1460.97,Yes
C105277,Male,0,No,No,13,No,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),29.48,423.36,No
C105278,Female,0,No,Yes,69,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),50.54,3535.61,No
C105279,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.88,3429.93,Yes
C105280,Male,1,No,Yes,3,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,23.1,73.65,Yes
C105281,Male,1,No,No,14,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),32.41,473.94,No
C105282,Male,0,Yes,No,64,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),44.65,2760.92,No
C105283,Male,0,Yes,Yes,65,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,67.12,4363.26,No
C105284,Female,1,No,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.99,4984.16,No
C105285,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.8,1451.48,Yes
C105286,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.56,1755.93,Yes
C105287,Male,0,Yes,Yes,55,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.19,3602.48,No
C105288,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,57.93,597.55,Yes
C105289,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,59.97,1321.6,Yes
C105290,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.68,656.5,No
C105291,Male,0,No,No,0,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),34.28,0.0,No
C105292,Female,1,No,Yes,2,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,61.07,125.58,No
C105293,Male,0,No,Yes,11,Yes,No,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),32.47,410.78,No
C105294,Female,0,Yes,Yes,22,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),23.37,523.27,No
C105295,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),71.12,4171.73,No
C105296,Female,1,No,Yes,8,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,28.88,230.64,No
C105297,Male,0,No,Yes,25,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.7,924.74,Yes
C105298,Female,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.67,4068.08,No
C105299,Male,1,No,No,51,Yes,No,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.78,2020.02,Yes
C105300,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.49,3918.83,Yes
C105301,Male,0,Yes,No,13,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,No,Mailed check,41.97,572.66,No
C105302,Female,1,No,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.64,3553.65,No
C105303,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,57.51,1886.17,No
C105304,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,55.56,759.85,No
C105305,Male,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.18,2355.19,Yes
C105306,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.89,123.57,No
C105307,Female,1,Yes,Yes,55,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.89,2134.11,No
C105308,Female,0,Yes,No,53,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.05,3547.75,Yes
C105309,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,43.48,2967.21,No
C105310,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,39.34,822.22,No
C105311,Female,0,Yes,Yes,26,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.96,625.05,Yes
C105312,Male,1,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.09,1440.31,Yes
C105313,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),42.32,872.62,Yes
C105314,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.05,3385.92,Yes
C105315,Male,1,No,No,15,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),17.67,260.01,Yes
C105316,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.98,1430.45,No
C105317,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.51,3316.36,Yes
C105318,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),49.25,2147.7,No
C105319,Female,0,Yes,No,49,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,32.39,1608.0,No
C105320,Female,1,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.42,504.3,Yes
C105321,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,63.12,1226.03,No
C105322,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),38.33,1606.01,No
C105323,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.58,942.79,No
C105324,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.22,1342.36,No
C105325,Male,1,No,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,43.59,285.57,Yes
C105326,Male,0,No,Yes,37,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),34.71,1267.81,Yes
C105327,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.55,463.21,No
C105328,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.34,2871.39,Yes
C105329,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.5,3677.4,Yes
C105330,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,51.67,800.69,No
C105331,Male,1,Yes,Yes,58,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,65.26,3809.31,No
C105332,Female,0,No,Yes,58,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),20.9,1228.18,No
C105333,Female,1,No,No,34,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,51.0,1717.54,No
C105334,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.78,2346.81,Yes
C105335,Female,1,No,Yes,56,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,74.04,4134.75,Yes
C105336,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,67.95,2579.58,Yes
C105337,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,74.72,2887.22,No
C105338,Female,1,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,62.2,1479.68,No
C105339,Male,1,Yes,Yes,44,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),36.02,1610.25,No
C105340,Female,1,No,No,69,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Two year,No,Electronic check,56.91,3956.73,Yes
C105341,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.19,2789.87,No
C105342,Male,0,No,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),41.2,809.67,No
C105343,Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,65.36,2098.17,Yes
C105344,Male,0,Yes,No,25,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,29.13,761.86,Yes
C105345,Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.24,2118.62,Yes
C105346,Female,1,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.21,2201.41,No
C105347,Female,0,No,No,72,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),55.87,4056.56,No
C105348,Male,1,No,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Mailed check,49.7,1980.08,No
C105349,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,58.92,4319.76,Yes
C105350,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.55,3464.18,No
C105351,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),65.78,2877.12,No
C105352,Female,1,No,Yes,41,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),32.08,1377.35,No
C105353,Female,1,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),45.91,1605.08,No
C105354,Female,0,Yes,No,2,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),29.56,109.54,Yes
C105355,Female,0,No,Yes,1,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.31,76.26,Yes
C105356,Male,1,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,73.09,2956.01,Yes
C105357,Female,1,No,No,33,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),32.28,1040.88,No
C105358,Female,1,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.14,454.67,Yes
C105359,Male,1,No,No,21,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),42.44,884.36,Yes
C105360,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,55.78,3650.19,Yes
C105361,Male,1,No,No,32,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,33.14,1082.4,Yes
C105362,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.98,330.52,Yes
C105363,Female,1,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.59,845.36,No
C105364,Female,1,No,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.65,2371.42,Yes
C105365,Female,0,No,No,72,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.33,3016.09,No
C105366,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.24,3052.05,No
C105367,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.08,1284.26,No
C105368,Male,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,62.94,3248.05,No
C105369,Female,0,No,Yes,48,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,53.53,2492.23,Yes
C105370,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.15,1062.41,Yes
C105371,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.05,126.01,Yes
C105372,Male,1,No,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.87,449.18,Yes
C105373,Male,1,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,52.77,1540.37,No
C105374,Female,1,No,No,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.57,2837.77,Yes
C105375,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),46.05,3325.85,Yes
C105376,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.21,1147.24,Yes
C105377,Male,1,No,No,28,No,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),37.0,1043.68,Yes
C105378,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),60.49,2592.43,Yes
C105379,Female,1,No,No,6,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),39.98,178.99,No
C105380,Female,1,No,No,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.02,3505.32,Yes
C105381,Male,1,No,No,49,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.82,3413.65,No
C105382,Male,0,Yes,No,3,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,30.57,73.23,Yes
C105383,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),57.48,3569.45,Yes
C105384,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Electronic check,68.06,4680.37,No
C105385,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,46.99,163.25,No
C105386,Female,1,No,No,17,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,46.67,797.92,No
C105387,Male,0,No,No,45,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,22.15,973.23,No
C105388,Male,0,Yes,No,28,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,31.69,840.04,Yes
C105389,Male,0,No,No,6,Yes,Yes,No,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,25.23,163.17,No
C105390,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.03,3062.36,No
C105391,Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.17,2936.78,No
C105392,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.13,755.9,No
C105393,Male,1,No,Yes,44,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),49.44,2132.43,Yes
C105394,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.96,932.55,No
C105395,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),63.87,3828.0,No
C105396,Female,1,No,No,37,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.88,1876.85,Yes
C105397,Female,1,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.11,3370.95,No
C105398,Female,0,No,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),35.69,1858.3,No
C105399,Female,1,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.58,3374.97,No
C105400,Female,1,Yes,No,6,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,37.75,190.08,Yes
C105401,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.12,2785.64,Yes
